edge_index	from	to	kind	source_path	source_lines	quote
1023	CAPABILITY_ASSESSMENT_R11.6.md	core/welcome-experience.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	208-208	`config/welcome-experience.config.js` lists `skipQueryParams: ['skipWelcome','embed']`, and `core/welcome-experience.js` honours it. But `shared/welcome-runtime.js` `launchWelcome()` gates independently on `!embedded() && settings.welcomeSeen === false` and **ignores the query parameter**. Loading `
1024	CAPABILITY_ASSESSMENT_R11.6.md	index.html	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	208-208	`config/welcome-experience.config.js` lists `skipQueryParams: ['skipWelcome','embed']`, and `core/welcome-experience.js` honours it. But `shared/welcome-runtime.js` `launchWelcome()` gates independently on `!embedded() && settings.welcomeSeen === false` and **ignores the query parameter**. Loading `
1025	CAPABILITY_ASSESSMENT_R11.6.md	shared/welcome-runtime.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	208-208	`config/welcome-experience.config.js` lists `skipQueryParams: ['skipWelcome','embed']`, and `core/welcome-experience.js` honours it. But `shared/welcome-runtime.js` `launchWelcome()` gates independently on `!embedded() && settings.welcomeSeen === false` and **ignores the query parameter**. Loading `
1026	CAPABILITY_ASSESSMENT_R11.6.md	CONTRIBUTING.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	210-210	`CONTRIBUTING.md` instructs test authors to use `?skipWelcome=1` "when the root app's welcome overlay would block the shell from rendering" — so the documented test idiom does not work.
1027	CAPABILITY_ASSESSMENT_R11.6.md	ECM_DOCS_DEV.zip	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	220-220	The README documents a UI-contract suite, a baseline ratchet, three GitHub workflows, a bundle drift check, and a Pages deploy gate. **None of it is in the repository** — and none of it is in `ECM_DOCS_DEV.zip` either, so it cannot be recovered the way `config/` can.
1028	CAPABILITY_ASSESSMENT_R11.6.md	tests/smoke.spec.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	224-224	| `tests/` (run.mjs, baseline.json, static/, browser/, smoke.spec.js) | **Missing** | `npm test`, `test:static`, `test:browser`, `test:full`, `baseline:update` all fail |
1029	CAPABILITY_ASSESSMENT_R11.6.md	AUDIT.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	228-228	| `rehydrate.py` | **Missing** | AUDIT.md's integrity procedure cannot be re-run |
1030	CAPABILITY_ASSESSMENT_R11.6.md	.gitignore	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	229-229	| `.gitignore` | **Missing** | `config/config.local.js` is **not** ignored — real endpoint URLs can be committed by accident |
1031	CAPABILITY_ASSESSMENT_R11.6.md	index.html	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	233-233	**6 of the 8 npm scripts cannot run.** `playwright.config.js` points at `testDir: './tests'`, which does not exist. `scripts/check-links.mjs` (present) targets `ECM_ActivityHub_Portal/htdocs/index.html`, but the portal has **no `htdocs/` directory** in this repo — its files sit one level up — so the
1032	CAPABILITY_ASSESSMENT_R11.6.md	playwright.config.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	233-233	**6 of the 8 npm scripts cannot run.** `playwright.config.js` points at `testDir: './tests'`, which does not exist. `scripts/check-links.mjs` (present) targets `ECM_ActivityHub_Portal/htdocs/index.html`, but the portal has **no `htdocs/` directory** in this repo — its files sit one level up — so the
1033	CAPABILITY_ASSESSMENT_R11.6.md	scripts/check-links.mjs	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	233-233	**6 of the 8 npm scripts cannot run.** `playwright.config.js` points at `testDir: './tests'`, which does not exist. `scripts/check-links.mjs` (present) targets `ECM_ActivityHub_Portal/htdocs/index.html`, but the portal has **no `htdocs/` directory** in this repo — its files sit one level up — so the
1034	CAPABILITY_ASSESSMENT_R11.6.md	.gitignore	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	235-235	The absence of `.gitignore` deserves separate emphasis: the documented secret-handling pattern depends entirely on `config.local.js` being ignored. It isn't.
1035	CAPABILITY_ASSESSMENT_R11.6.md	CONTRIBUTING.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	239-239	`README.md` and `CONTRIBUTING.md` were written for `dgoeaa/DGO_Targets`. This repository is `dgoeaa/ECM_DOCS_DEV`. Beyond the clone URL and the Pages URLs, the documented "Repo structure" tree lists directories that do not exist here, and omits everything that does — `document-portal/`, `document-po
1036	CAPABILITY_ASSESSMENT_R11.6.md	README.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	239-239	`README.md` and `CONTRIBUTING.md` were written for `dgoeaa/DGO_Targets`. This repository is `dgoeaa/ECM_DOCS_DEV`. Beyond the clone URL and the Pages URLs, the documented "Repo structure" tree lists directories that do not exist here, and omits everything that does — `document-portal/`, `document-po
1037	CAPABILITY_ASSESSMENT_R11.6.md	AUTHENTICATION_CONTRACT.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	251-251	| G-04 | No authentication; privilege escalation demonstrated | **Critical** | 🟡 **Provisioned, inert** — client half complete and tested; server half outstanding. See `AUTHENTICATION_CONTRACT.md` |
1038	CAPABILITY_ASSESSMENT_R11.6.md	.gitignore	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	252-252	| G-08 | Test suite, CI, bundle manifest, `.gitignore` all absent | **High** | ✅ **Fixed** — `d728f79`, `ef0e390` (bundle manifest retired, not restored) |
1039	CAPABILITY_ASSESSMENT_R11.6.md	ECM_DOCS_DEV.zip	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	263-263	2. **Restore the 13 config modules** from `ECM_DOCS_DEV.zip::DGO_Targets_Platform/config/`. Verified to produce a clean boot and 25/25 route pass.
1040	CAPABILITY_ASSESSMENT_R11.6.md	.gitignore	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	264-264	3. **Add `.gitignore`** covering `config/config.local.js`, `ECM_ActivityHub_Portal/config.local.js`, `node_modules/`, `*.state.json`.
1041	CAPABILITY_ASSESSMENT_R11.6.md	AUDIT.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	270-270	7. Correct `README.md` and `AUDIT.md`: repository name, structure, `htdocs` paths, and the secrets claim.
1042	CAPABILITY_ASSESSMENT_R11.6.md	README.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	270-270	7. Correct `README.md` and `AUDIT.md`: repository name, structure, `htdocs` paths, and the secrets claim.
1043	CAPABILITY_ASSESSMENT_R11.6.md	core/boot.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	281-281	- **Import graph:** recursive resolution of static and dynamic `import`/`export … from` specifiers from `core/boot.js` and `shared/figma-uiux-runtime.js`; 105 modules reached, 35 broken edges to 12 files.
1044	CAPABILITY_ASSESSMENT_R11.6.md	shared/figma-uiux-runtime.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	281-281	- **Import graph:** recursive resolution of static and dynamic `import`/`export … from` specifiers from `core/boot.js` and `shared/figma-uiux-runtime.js`; 105 modules reached, 35 broken edges to 12 files.
1045	CAPABILITY_ASSESSMENT_R11.6.md	ECM_DOCS_DEV.zip	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	284-284	- **Zip comparison:** `diff -rq` of `ECM_DOCS_DEV.zip::DGO_Targets_Platform/` against the working tree, per directory.
1046	CAPABILITY_ASSESSMENT_R11.6.md	styles/index.css	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	286-286	**One caveat, stated plainly:** the precise CSS declaration that pins `body`'s background across themes was not isolated to a single line — the `overrides` layer holds two authorities that `styles/index.css` itself documents as unresolved, measured cascade debt. The *defect* (G-05/G-06) is reproduci
1047	CAPABILITY_ASSESSMENT_R11.6.md	.gitignore	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	298-298	| `d728f79` | G-08 (part) | Added `.gitignore` — `node_modules/`, `config.local.js`, `*.state.json`, test output. Verified no tracked file is shadowed by any pattern. |
1048	CAPABILITY_ASSESSMENT_R11.6.md	ECM_DOCS_DEV.zip	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	299-299	| `7204da7` | G-01 | Restored the 13 config modules byte-identical from `ECM_DOCS_DEV.zip::DGO_Targets_Platform/config/`. |
1049	CAPABILITY_ASSESSMENT_R11.6.md	index.html	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	301-301	| `99eccea` | G-02 | Added a 15-second boot watchdog to `index.html` that surfaces failing resource URLs. |
1050	CAPABILITY_ASSESSMENT_R11.6.md	core/welcome-experience.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	302-302	| `a7df402` | G-07 | Aligned `shouldShow()` in `shared/welcome-runtime.js` with `shouldSkip()` in `core/welcome-experience.js`. |
1051	CAPABILITY_ASSESSMENT_R11.6.md	shared/welcome-runtime.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	302-302	| `a7df402` | G-07 | Aligned `shouldShow()` in `shared/welcome-runtime.js` with `shouldSkip()` in `core/welcome-experience.js`. |
1052	CAPABILITY_ASSESSMENT_R11.6.md	.github/workflows/ci.yml	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1053	CAPABILITY_ASSESSMENT_R11.6.md	package.json	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1054	CAPABILITY_ASSESSMENT_R11.6.md	scripts/check-links.mjs	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1055	CAPABILITY_ASSESSMENT_R11.6.md	tests/check-imports.mjs	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1056	CAPABILITY_ASSESSMENT_R11.6.md	tests/check-secrets.mjs	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1057	CAPABILITY_ASSESSMENT_R11.6.md	tests/smoke.spec.js	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	303-303	| `ef0e390` | G-08 | Built the quality gate: `tests/check-imports.mjs`, `tests/smoke.spec.js`, `tests/check-secrets.mjs` + baseline, `.github/workflows/ci.yml`. Fixed the `htdocs/` paths in `package.json` and `scripts/check-links.mjs`. |
1058	CAPABILITY_ASSESSMENT_R11.6.md	AUDIT.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	304-304	| *(this commit)* | G-09 | Rewrote `README.md` and `CONTRIBUTING.md` for this repository; added a correction note to `AUDIT.md`. |
1059	CAPABILITY_ASSESSMENT_R11.6.md	CONTRIBUTING.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	304-304	| *(this commit)* | G-09 | Rewrote `README.md` and `CONTRIBUTING.md` for this repository; added a correction note to `AUDIT.md`. |
1060	CAPABILITY_ASSESSMENT_R11.6.md	README.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	304-304	| *(this commit)* | G-09 | Rewrote `README.md` and `CONTRIBUTING.md` for this repository; added a correction note to `AUDIT.md`. |
1061	CAPABILITY_ASSESSMENT_R11.6.md	styles/index.css	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	327-327	- **G-08 (test suite / CI) — since built.** The originals were absent from both the repository and the archived platform copy, so this is a rebuild rather than a restore. What exists now is deliberately narrower than the CSS-contract-and-baseline harness the old README described: three checks (impor
1062	CAPABILITY_ASSESSMENT_R11.6.md	AUDIT.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	328-328	- **G-09 (documentation) — since corrected.** `README.md` and `CONTRIBUTING.md` were rewritten against verified facts, and every path and command they cite was checked to exist. Genuinely undecided questions — deployment target, whether the flat portal layout is canonical, the fate of the bundle too
1063	CAPABILITY_ASSESSMENT_R11.6.md	CONTRIBUTING.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	328-328	- **G-09 (documentation) — since corrected.** `README.md` and `CONTRIBUTING.md` were rewritten against verified facts, and every path and command they cite was checked to exist. Genuinely undecided questions — deployment target, whether the flat portal layout is canonical, the fate of the bundle too
1064	CAPABILITY_ASSESSMENT_R11.6.md	README.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	328-328	- **G-09 (documentation) — since corrected.** `README.md` and `CONTRIBUTING.md` were rewritten against verified facts, and every path and command they cite was checked to exist. Genuinely undecided questions — deployment target, whether the flat portal layout is canonical, the fate of the bundle too
1065	CONTRIBUTING.md	README.md	doc-mention	CONTRIBUTING.md	51-51	See [`tests/README.md`](tests/README.md) for what each check does and why.
1066	CONTRIBUTING.md	tests/README.md	doc-mention	CONTRIBUTING.md	51-51	See [`tests/README.md`](tests/README.md) for what each check does and why.
1067	CONTRIBUTING.md	core/boot.js	doc-mention	CONTRIBUTING.md	53-53	**If you add a module, run `npm run test:imports` before anything else.** It resolves every relative import against disk and takes about a second. The runtime once shipped with 12 config modules that were imported but never committed; because those are *static* imports the failure happened before `c
1068	CONTRIBUTING.md	.github/workflows/ci.yml	doc-mention	CONTRIBUTING.md	57-57	Push your branch and open a PR against `main`. `.github/workflows/ci.yml` runs automatically:
1069	CONTRIBUTING.md	tests/check-imports.mjs	doc-mention	CONTRIBUTING.md	61-61	| `imports` | `node tests/check-imports.mjs` — fails fast and gates the rest |
1070	CONTRIBUTING.md	tests/check-secrets.mjs	doc-mention	CONTRIBUTING.md	64-64	| `secrets` | `node tests/check-secrets.mjs` — fails on a *new* SAS signature |
1071	CONTRIBUTING.md	tests/check-imports.mjs	doc-mention	CONTRIBUTING.md	81-81	**Static checks first.** If a property can be verified without rendering, add it to `tests/check-imports.mjs` or a sibling script. Those run in about a second and never flake.
1072	CONTRIBUTING.md	tests/smoke.spec.js	doc-mention	CONTRIBUTING.md	83-83	**Browser assertions** go in `tests/smoke.spec.js`:
1073	CONTRIBUTING.md	index.html	doc-mention	CONTRIBUTING.md	87-87	await page.goto('/index.html?skipWelcome=1', { waitUntil: 'networkidle' });
1074	CONTRIBUTING.md	index.html	doc-mention	CONTRIBUTING.md	97-97	Gate on `window.__DGO_BOOTED__` rather than on an HTTP 200. A 200 proves the server served `index.html`; it says nothing about whether the module graph resolved. That distinction is exactly what the original failure exploited.
1075	CONTRIBUTING.md	shared/design-system-adapter.js	doc-mention	CONTRIBUTING.md	107-107	Change the theme through `setTheme()` / `setDensity()` in `shared/design-system-adapter.js`, or by setting the attribute on `document.documentElement`.
1076	CONTRIBUTING.md	CAPABILITY_ASSESSMENT_R11.6.md	doc-mention	CONTRIBUTING.md	117-117	`npm run test:secrets` fails if a new signature enters a tracked file. It does *not* fail on the files already listed in `tests/secrets-baseline.txt` — those are known, recorded in `CAPABILITY_ASSESSMENT_R11.6.md` (G-03), and must be **rotated in Power Automate** before removal, since deleting a fil
1077	CONTRIBUTING.md	tests/secrets-baseline.txt	doc-mention	CONTRIBUTING.md	117-117	`npm run test:secrets` fails if a new signature enters a tracked file. It does *not* fail on the files already listed in `tests/secrets-baseline.txt` — those are known, recorded in `CAPABILITY_ASSESSMENT_R11.6.md` (G-03), and must be **rotated in Power Automate** before removal, since deleting a fil
1078	FORENSIC_REPOSITORY_AUDIT.md	AUDIT.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	7-7	**This audit classifies. It does not review security** — that is covered separately in `REPOSITORY_AUDIT.md` and `CAPABILITY_ASSESSMENT_R11.6.md`.
1079	FORENSIC_REPOSITORY_AUDIT.md	CAPABILITY_ASSESSMENT_R11.6.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	7-7	**This audit classifies. It does not review security** — that is covered separately in `REPOSITORY_AUDIT.md` and `CAPABILITY_ASSESSMENT_R11.6.md`.
1080	FORENSIC_REPOSITORY_AUDIT.md	REPOSITORY_AUDIT.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	7-7	**This audit classifies. It does not review security** — that is covered separately in `REPOSITORY_AUDIT.md` and `CAPABILITY_ASSESSMENT_R11.6.md`.
1081	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	58-58	| 1 | **DGO R11.6 Runtime** | `index.html` | 139 | **137** | 3 | 0¹ | ✅ Complete |
1082	FORENSIC_REPOSITORY_AUDIT.md	ECM_ActivityHub_Portal/index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	59-59	| 2 | **ECM ActivityHub Portal** | `ECM_ActivityHub_Portal/index.html` | 63 | 50 | 13 | 0¹ | ✅ Complete |
1083	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	59-59	| 2 | **ECM ActivityHub Portal** | `ECM_ActivityHub_Portal/index.html` | 63 | 50 | 13 | 0¹ | ✅ Complete |
1084	FORENSIC_REPOSITORY_AUDIT.md	document-portal/index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	60-60	| 3 | **document-portal** | `document-portal/index.html` | 40 | 34 | 6 | 0² | ✅ Complete |
1085	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	60-60	| 3 | **document-portal** | `document-portal/index.html` | 40 | 34 | 6 | 0² | ✅ Complete |
1086	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	61-61	| 4 | **document-portal_Central_NITDA_** | `document-portal_Central_NITDA_/index.html` | 41 | 34 | 7 | 0² | ✅ Complete |
1087	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	62-62	| 5 | **newack** | `newack/index.html` | 6 | 5 | 1 | **1** | ❌ **Broken** |
1088	FORENSIC_REPOSITORY_AUDIT.md	newack/index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	62-62	| 5 | **newack** | `newack/index.html` | 6 | 5 | 1 | **1** | ❌ **Broken** |
1089	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	63-63	| 6 | **Bespoke reference-portal** | `…/reference-portal/index.html` | 4 | 4 | 0 | 0 | ✅ Complete |
1090	FORENSIC_REPOSITORY_AUDIT.md	assets/dgo-mark.svg	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	79-79	| `assets/` | 2 | 1 CORE, 1 orphan | `dgo-mark.svg` used; `dgo-logo.svg` unreferenced |
1091	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	80-80	| `index.html` | 1 | **CORE** | Entry point + boot watchdog |
1092	FORENSIC_REPOSITORY_AUDIT.md	config/config.example.js	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	86-86	| `config/config.example.js` | **SUPPORT** | Template to be copied to `config.local.js`. Unreferenced by design. |
1093	FORENSIC_REPOSITORY_AUDIT.md	config/product-definition.config.json	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	87-87	| `config/product-definition.config.json` | **REFERENCE** | Platform metadata; not imported by the graph. Retain — it documents product scope. |
1094	FORENSIC_REPOSITORY_AUDIT.md	assets/dgo-mark.svg	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	88-88	| `assets/dgo-logo.svg` | **OBSOLETE** | Genuinely unreferenced. The shell uses `dgo-mark.svg`. **Delete or wire in.** |
1095	FORENSIC_REPOSITORY_AUDIT.md	README.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	100-100	| `README.md` | 1 | **SUPPORT** — correct |
1096	FORENSIC_REPOSITORY_AUDIT.md	README.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	111-111	12 files diverged   404.html · README.md · admin.html · index.html · portal.css
1097	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	111-111	12 files diverged   404.html · README.md · admin.html · index.html · portal.css
1098	FORENSIC_REPOSITORY_AUDIT.md	document-portal/404.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	111-111	12 files diverged   404.html · README.md · admin.html · index.html · portal.css
1099	FORENSIC_REPOSITORY_AUDIT.md	document-portal/admin.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	111-111	12 files diverged   404.html · README.md · admin.html · index.html · portal.css
1100	FORENSIC_REPOSITORY_AUDIT.md	document-portal/portal.css	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	111-111	12 files diverged   404.html · README.md · admin.html · index.html · portal.css
1101	FORENSIC_REPOSITORY_AUDIT.md	document-portal/submit.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	112-112	submit.html · support.html · track.html · sw.js
1102	FORENSIC_REPOSITORY_AUDIT.md	document-portal/support.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	112-112	submit.html · support.html · track.html · sw.js
1103	FORENSIC_REPOSITORY_AUDIT.md	document-portal/sw.js	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	112-112	submit.html · support.html · track.html · sw.js
1104	FORENSIC_REPOSITORY_AUDIT.md	document-portal/track.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	112-112	submit.html · support.html · track.html · sw.js
1105	FORENSIC_REPOSITORY_AUDIT.md	document-portal/ds/logo/nitda-symbol.png	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	115-115	3 assets only in fork B   (ds/logo/nitda-lockup{,-white}.png, nitda-symbol.png)
1106	FORENSIC_REPOSITORY_AUDIT.md	document-portal/sw.js	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	124-124	| `sw.js` | **CORE** | Registered at `js/core.js:654` via a runtime string literal, not a static import |
1107	FORENSIC_REPOSITORY_AUDIT.md	document-portal/robots.txt	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	125-125	| `robots.txt`, `sitemap.xml` | **CORE** | Served by convention at fixed URLs; never linked from HTML |
1108	FORENSIC_REPOSITORY_AUDIT.md	document-portal/sitemap.xml	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	125-125	| `robots.txt`, `sitemap.xml` | **CORE** | Served by convention at fixed URLs; never linked from HTML |
1109	FORENSIC_REPOSITORY_AUDIT.md	document-portal/404.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	126-126	| `404.html` | **CORE** | Served by the host on error; never linked |
1110	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	136-136	| `index.html`, `ack.html`, `email.html`, `styles.css`, `config.js` | **CORE** |
1111	FORENSIC_REPOSITORY_AUDIT.md	newack/ack.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	136-136	| `index.html`, `ack.html`, `email.html`, `styles.css`, `config.js` | **CORE** |
1112	FORENSIC_REPOSITORY_AUDIT.md	newack/email.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	136-136	| `index.html`, `ack.html`, `email.html`, `styles.css`, `config.js` | **CORE** |
1113	FORENSIC_REPOSITORY_AUDIT.md	newack/styles.css	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	136-136	| `index.html`, `ack.html`, `email.html`, `styles.css`, `config.js` | **CORE** |
1114	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	143-143	newack/index.html:23   <a href="dashboard.html" class="nav-item active">Daily Operations</a>
1115	FORENSIC_REPOSITORY_AUDIT.md	newack/index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	143-143	newack/index.html:23   <a href="dashboard.html" class="nav-item active">Daily Operations</a>
1116	FORENSIC_REPOSITORY_AUDIT.md	newack/ack.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	144-144	newack/ack.html:73     <a href="dashboard.html" class="btn btn-primary btn-sm">Return to Ops Console</a>
1117	FORENSIC_REPOSITORY_AUDIT.md	newack/email.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	145-145	newack/email.html:23   <a href="dashboard.html" class="nav-item">Daily Operations</a>
1118	FORENSIC_REPOSITORY_AUDIT.md	document-portal/js/support.js	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	160-160	| `support.js`, `assets/symbol-infoweb-on-green.png` | 2 | **REFERENCE** | Prototype support |
1119	FORENSIC_REPOSITORY_AUDIT.md	README.md	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	215-215	Definitive provenance from its own `package.json` and `README.md`:
1120	FORENSIC_REPOSITORY_AUDIT.md	package.json	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	215-215	Definitive provenance from its own `package.json` and `README.md`:
1121	FORENSIC_REPOSITORY_AUDIT.md	ECM_DOCS_DEV.zip	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	243-243	| `ECM_DOCS_DEV.zip` | 1 | 17 MB, 838 entries — a snapshot of this platform, superseded by the tree it was used to repair |
1122	FORENSIC_REPOSITORY_AUDIT.md	ECM_DOCS_DEV.zip	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	250-250	**On the archives:** `ECM_DOCS_DEV.zip` served a real purpose — it was the only source of the 13 config modules restored in commit `7204da7`. That purpose is now discharged. It should be retained *outside* the repository as a recovery artefact, not tracked inside it.
1123	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	258-258	| **`newack/dashboard.html`** | `newack/index.html:23`, `ack.html:73`, `email.html:23` | **Breaking** | Create it, or re-point all three links |
1124	FORENSIC_REPOSITORY_AUDIT.md	newack/index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	258-258	| **`newack/dashboard.html`** | `newack/index.html:23`, `ack.html:73`, `email.html:23` | **Breaking** | Create it, or re-point all three links |
1125	FORENSIC_REPOSITORY_AUDIT.md	newack/ack.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	258-258	| **`newack/dashboard.html`** | `newack/index.html:23`, `ack.html:73`, `email.html:23` | **Breaking** | Create it, or re-point all three links |
1126	FORENSIC_REPOSITORY_AUDIT.md	newack/email.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	258-258	| **`newack/dashboard.html`** | `newack/index.html:23`, `ack.html:73`, `email.html:23` | **Breaking** | Create it, or re-point all three links |
1127	FORENSIC_REPOSITORY_AUDIT.md	LICENSE	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	261-261	| `LICENSE` | Repository convention; `package.json` declares `UNLICENSED` | Governance | Add one, or keep the repository private permanently |
1128	FORENSIC_REPOSITORY_AUDIT.md	package.json	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	261-261	| `LICENSE` | Repository convention; `package.json` declares `UNLICENSED` | Governance | Add one, or keep the repository private permanently |
1129	FORENSIC_REPOSITORY_AUDIT.md	index.html	doc-mention	FORENSIC_REPOSITORY_AUDIT.md	310-310	| 1 | Create `newack/dashboard.html`, **or** re-point the 3 links in `index.html`, `ack.html`, `email.html` | Fixes the only broken internal reference |
