edge_index	from	to	kind	source_path	source_lines	quote
1	AUTHENTICATION_CONTRACT.md	core/auth.js	doc-mention	AUTHENTICATION_CONTRACT.md	80-80	import { registerTokenProvider } from './core/auth.js';
2	CAPABILITY_ASSESSMENT_R11.6.md	tests/README.md	doc-mention	CAPABILITY_ASSESSMENT_R11.6.md	233-233	**6 of the 8 npm scripts cannot run.** `playwright.config.js` points at `testDir: './tests'`, which does not exist. `scripts/check-links.mjs` (present) targets `ECM_ActivityHub_Portal/htdocs/index.html`, but the portal has **no `htdocs/` directory** in this repo — its files sit one level up — so the
3	ECM_ActivityHub_Portal/index.html	ECM_ActivityHub_Portal/powerAutomateClient.js	html-src	ECM_ActivityHub_Portal/index.html	48-48	<script src="./powerAutomateClient.js"></script>
4	ECM_ActivityHub_Portal/index.html	ECM_ActivityHub_Portal/js/main.js	html-src	ECM_ActivityHub_Portal/index.html	49-49	<script type="module" src="./js/main.js"></script>
5	ECM_ActivityHub_Portal/js/api/client.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/api/client.js	1-1	import { CONFIG } from "../core/config.js";
6	ECM_ActivityHub_Portal/js/api/client.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/api/client.js	2-2	import { Store } from "../core/store.js";
7	ECM_ActivityHub_Portal/js/api/client.js	ECM_ActivityHub_Portal/js/core/auth.js	import	ECM_ActivityHub_Portal/js/api/client.js	3-3	import { clientMayAssertIdentity, authHeaders, ensureAuthenticated, AuthConfig, isAuthEnforced } from "../core/auth.js";
8	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	1-1	import { Store, setDeepValue, setBusy, openModal, closeModal } from "../core/store.js";
9	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/views/layout.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	2-2	import { renderApp } from "../views/layout.js";
10	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/core/router.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	3-3	import { navigate } from "../core/router.js";
11	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	4-4	import { toast } from "../utils/toast.js";
12	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/bootstrap.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	6-6	import { initBootstrap } from "../services/bootstrap.js";
13	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/inbox.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	7-7	import { listInbox, triageInbox, promoteToTask } from "../services/inbox.js";
14	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/correspondence.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	8-8	import { listInward, listOutward, registerInward, createOutward, deleteCorrespondence } from "../services/correspondence.js";
15	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/minutes.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	9-9	import { listMinutes, createMinute, routeMinute, closeMinute } from "../services/minutes.js";
16	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/approvals.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	10-10	import { listApprovals, decideApproval } from "../services/approvals.js";
17	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/briefs.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	11-11	import { listBriefs, createBrief, submitBrief, decideBrief } from "../services/briefs.js";
18	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/decisions.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	12-12	import { listDecisions, recordDecision } from "../services/decisions.js";
19	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/meetings.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	13-13	import { listMeetings, requestMeeting, approveMeeting, minutesToTasks } from "../services/meetings.js";
20	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/tasks.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	14-14	import { listTasks, createTask, completeTask, deleteTask } from "../services/tasks.js";
21	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/projects.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	15-15	import { listProjects, updateProject } from "../services/projects.js";
22	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/kpi.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	16-16	import { getKpiSnapshot } from "../services/kpi.js";
23	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/ops.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	17-17	import { listNotifications, ackNotification, listAudit, listDirectory, generateReport, getSlaMetrics } from "../services/ops.js";
24	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/services/ai.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	18-18	import { aiChat } from "../services/ai.js";
25	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/views/components/modals.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	20-20	import { modalInward, modalOutward, modalMinute, modalApprovalDecision, modalBrief, modalDecision, modalMeeting, modalTask } from "../views/components/modals.js";
26	ECM_ActivityHub_Portal/js/controllers/actions.js	ECM_ActivityHub_Portal/js/core/auth.js	import	ECM_ActivityHub_Portal/js/controllers/actions.js	21-21	import { roleSwitchAllowed } from "../core/auth.js";
27	ECM_ActivityHub_Portal/js/core/router.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/core/router.js	1-1	import { Store, setRoute } from "./store.js";
28	ECM_ActivityHub_Portal/js/core/router.js	ECM_ActivityHub_Portal/js/views/layout.js	import	ECM_ActivityHub_Portal/js/core/router.js	2-2	import { renderApp } from "../views/layout.js";
29	ECM_ActivityHub_Portal/js/core/router.js	ECM_ActivityHub_Portal/js/core/auth.js	import	ECM_ActivityHub_Portal/js/core/router.js	3-3	import { getIdentity, isAuthEnforced } from "./auth.js";
30	ECM_ActivityHub_Portal/js/core/store.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/core/store.js	1-1	import { isoDate } from "../utils/fn.js";
31	ECM_ActivityHub_Portal/js/data/demo.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/data/demo.js	1-1	import { uid, isoDate } from "../utils/fn.js";
32	ECM_ActivityHub_Portal/js/events/bindings.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/events/bindings.js	1-1	import { Store, setDeepValue, closeModal } from "../core/store.js";
33	ECM_ActivityHub_Portal/js/events/bindings.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/events/bindings.js	2-2	import { debounce } from "../utils/fn.js";
34	ECM_ActivityHub_Portal/js/events/bindings.js	ECM_ActivityHub_Portal/js/controllers/actions.js	import	ECM_ActivityHub_Portal/js/events/bindings.js	3-3	import { dispatchAction } from "../controllers/actions.js";
35	ECM_ActivityHub_Portal/js/events/bindings.js	ECM_ActivityHub_Portal/js/views/layout.js	import	ECM_ActivityHub_Portal/js/events/bindings.js	4-4	import { renderApp } from "../views/layout.js";
36	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/core/router.js	import	ECM_ActivityHub_Portal/js/main.js	1-1	import { startRouter } from "./core/router.js";
37	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/events/bindings.js	import	ECM_ActivityHub_Portal/js/main.js	2-2	import { registerBindings } from "./events/bindings.js";
38	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/views/layout.js	import	ECM_ActivityHub_Portal/js/main.js	3-3	import { renderApp } from "./views/layout.js";
39	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/bootstrap.js	import	ECM_ActivityHub_Portal/js/main.js	4-4	import { initBootstrap } from "./services/bootstrap.js";
40	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/inbox.js	import	ECM_ActivityHub_Portal/js/main.js	5-5	import { listInbox } from "./services/inbox.js";
41	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/correspondence.js	import	ECM_ActivityHub_Portal/js/main.js	6-6	import { listInward, listOutward } from "./services/correspondence.js";
42	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/approvals.js	import	ECM_ActivityHub_Portal/js/main.js	7-7	import { listApprovals } from "./services/approvals.js";
43	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/tasks.js	import	ECM_ActivityHub_Portal/js/main.js	8-8	import { listTasks } from "./services/tasks.js";
44	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/ops.js	import	ECM_ActivityHub_Portal/js/main.js	9-9	import { listNotifications, listAudit, listDirectory } from "./services/ops.js";
45	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/meetings.js	import	ECM_ActivityHub_Portal/js/main.js	10-10	import { listMeetings } from "./services/meetings.js";
46	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/briefs.js	import	ECM_ActivityHub_Portal/js/main.js	11-11	import { listBriefs } from "./services/briefs.js";
47	ECM_ActivityHub_Portal/js/main.js	ECM_ActivityHub_Portal/js/services/decisions.js	import	ECM_ActivityHub_Portal/js/main.js	12-12	import { listDecisions } from "./services/decisions.js";
48	ECM_ActivityHub_Portal/js/services/ai.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/ai.js	1-1	import { CONFIG } from "../core/config.js";
49	ECM_ActivityHub_Portal/js/services/ai.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/ai.js	2-2	import { callApi } from "../api/client.js";
50	ECM_ActivityHub_Portal/js/services/approvals.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/approvals.js	1-1	import { CONFIG } from "../core/config.js";
51	ECM_ActivityHub_Portal/js/services/approvals.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/approvals.js	2-2	import { Store } from "../core/store.js";
52	ECM_ActivityHub_Portal/js/services/approvals.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/approvals.js	3-3	import { callApi } from "../api/client.js";
53	ECM_ActivityHub_Portal/js/services/approvals.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/approvals.js	4-4	import { toast } from "../utils/toast.js";
54	ECM_ActivityHub_Portal/js/services/bootstrap.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/bootstrap.js	1-1	import { CONFIG } from "../core/config.js";
55	ECM_ActivityHub_Portal/js/services/bootstrap.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/bootstrap.js	2-2	import { Store, setBusy } from "../core/store.js";
56	ECM_ActivityHub_Portal/js/services/bootstrap.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/bootstrap.js	3-3	import { toast } from "../utils/toast.js";
57	ECM_ActivityHub_Portal/js/services/bootstrap.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/bootstrap.js	4-4	import { callApi } from "../api/client.js";
58	ECM_ActivityHub_Portal/js/services/bootstrap.js	ECM_ActivityHub_Portal/js/data/demo.js	import	ECM_ActivityHub_Portal/js/services/bootstrap.js	5-5	import { demoBootstrap } from "../data/demo.js";
59	ECM_ActivityHub_Portal/js/services/briefs.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/briefs.js	1-1	import { CONFIG } from "../core/config.js";
60	ECM_ActivityHub_Portal/js/services/briefs.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/briefs.js	2-2	import { Store } from "../core/store.js";
61	ECM_ActivityHub_Portal/js/services/briefs.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/briefs.js	3-3	import { callApi } from "../api/client.js";
62	ECM_ActivityHub_Portal/js/services/briefs.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/briefs.js	4-4	import { toast } from "../utils/toast.js";
63	ECM_ActivityHub_Portal/js/services/briefs.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/briefs.js	5-5	import { uid } from "../utils/fn.js";
64	ECM_ActivityHub_Portal/js/services/correspondence.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/correspondence.js	1-1	import { CONFIG } from "../core/config.js";
65	ECM_ActivityHub_Portal/js/services/correspondence.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/correspondence.js	2-2	import { Store } from "../core/store.js";
66	ECM_ActivityHub_Portal/js/services/correspondence.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/correspondence.js	3-3	import { callApi } from "../api/client.js";
67	ECM_ActivityHub_Portal/js/services/correspondence.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/correspondence.js	4-4	import { toast } from "../utils/toast.js";
68	ECM_ActivityHub_Portal/js/services/correspondence.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/correspondence.js	5-5	import { uid } from "../utils/fn.js";
69	ECM_ActivityHub_Portal/js/services/decisions.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/decisions.js	1-1	import { CONFIG } from "../core/config.js";
70	ECM_ActivityHub_Portal/js/services/decisions.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/decisions.js	2-2	import { Store } from "../core/store.js";
71	ECM_ActivityHub_Portal/js/services/decisions.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/decisions.js	3-3	import { callApi } from "../api/client.js";
72	ECM_ActivityHub_Portal/js/services/decisions.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/decisions.js	4-4	import { toast } from "../utils/toast.js";
73	ECM_ActivityHub_Portal/js/services/decisions.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/decisions.js	5-5	import { uid } from "../utils/fn.js";
74	ECM_ActivityHub_Portal/js/services/inbox.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/inbox.js	1-1	import { CONFIG } from "../core/config.js";
75	ECM_ActivityHub_Portal/js/services/inbox.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/inbox.js	2-2	import { Store } from "../core/store.js";
76	ECM_ActivityHub_Portal/js/services/inbox.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/inbox.js	3-3	import { callApi } from "../api/client.js";
77	ECM_ActivityHub_Portal/js/services/inbox.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/inbox.js	4-4	import { toast } from "../utils/toast.js";
78	ECM_ActivityHub_Portal/js/services/inbox.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/inbox.js	5-5	import { uid } from "../utils/fn.js";
79	ECM_ActivityHub_Portal/js/services/kpi.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/kpi.js	1-1	import { CONFIG } from "../core/config.js";
80	ECM_ActivityHub_Portal/js/services/kpi.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/kpi.js	2-2	import { Store } from "../core/store.js";
81	ECM_ActivityHub_Portal/js/services/kpi.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/kpi.js	3-3	import { callApi } from "../api/client.js";
82	ECM_ActivityHub_Portal/js/services/meetings.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/meetings.js	1-1	import { CONFIG } from "../core/config.js";
83	ECM_ActivityHub_Portal/js/services/meetings.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/meetings.js	2-2	import { Store } from "../core/store.js";
84	ECM_ActivityHub_Portal/js/services/meetings.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/meetings.js	3-3	import { callApi } from "../api/client.js";
85	ECM_ActivityHub_Portal/js/services/meetings.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/meetings.js	4-4	import { toast } from "../utils/toast.js";
86	ECM_ActivityHub_Portal/js/services/meetings.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/meetings.js	5-5	import { uid } from "../utils/fn.js";
87	ECM_ActivityHub_Portal/js/services/minutes.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/minutes.js	1-1	import { CONFIG } from "../core/config.js";
88	ECM_ActivityHub_Portal/js/services/minutes.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/minutes.js	2-2	import { Store } from "../core/store.js";
89	ECM_ActivityHub_Portal/js/services/minutes.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/minutes.js	3-3	import { callApi } from "../api/client.js";
90	ECM_ActivityHub_Portal/js/services/minutes.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/minutes.js	4-4	import { toast } from "../utils/toast.js";
91	ECM_ActivityHub_Portal/js/services/minutes.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/minutes.js	5-5	import { uid } from "../utils/fn.js";
92	ECM_ActivityHub_Portal/js/services/ops.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/ops.js	1-1	import { CONFIG } from "../core/config.js";
93	ECM_ActivityHub_Portal/js/services/ops.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/ops.js	2-2	import { Store } from "../core/store.js";
94	ECM_ActivityHub_Portal/js/services/ops.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/ops.js	3-3	import { callApi } from "../api/client.js";
95	ECM_ActivityHub_Portal/js/services/projects.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/projects.js	1-1	import { CONFIG } from "../core/config.js";
96	ECM_ActivityHub_Portal/js/services/projects.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/projects.js	2-2	import { Store } from "../core/store.js";
97	ECM_ActivityHub_Portal/js/services/projects.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/projects.js	3-3	import { callApi } from "../api/client.js";
98	ECM_ActivityHub_Portal/js/services/projects.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/projects.js	4-4	import { toast } from "../utils/toast.js";
99	ECM_ActivityHub_Portal/js/services/tasks.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/services/tasks.js	1-1	import { CONFIG } from "../core/config.js";
100	ECM_ActivityHub_Portal/js/services/tasks.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/services/tasks.js	2-2	import { Store } from "../core/store.js";
101	ECM_ActivityHub_Portal/js/services/tasks.js	ECM_ActivityHub_Portal/js/api/client.js	import	ECM_ActivityHub_Portal/js/services/tasks.js	3-3	import { callApi } from "../api/client.js";
102	ECM_ActivityHub_Portal/js/services/tasks.js	ECM_ActivityHub_Portal/js/utils/toast.js	import	ECM_ActivityHub_Portal/js/services/tasks.js	4-4	import { toast } from "../utils/toast.js";
103	ECM_ActivityHub_Portal/js/services/tasks.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/services/tasks.js	5-5	import { uid } from "../utils/fn.js";
104	ECM_ActivityHub_Portal/js/utils/toast.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/utils/toast.js	1-1	import { clearToast, Store } from "../core/store.js";
105	ECM_ActivityHub_Portal/js/utils/toast.js	ECM_ActivityHub_Portal/js/views/layout.js	import	ECM_ActivityHub_Portal/js/utils/toast.js	2-2	import { renderApp } from "../views/layout.js";
106	ECM_ActivityHub_Portal/js/views/components/modals.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/components/modals.js	1-1	import { Store } from "../../core/store.js";
107	ECM_ActivityHub_Portal/js/views/components/modals.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/components/modals.js	2-2	import { closeModal } from "../../core/store.js";
108	ECM_ActivityHub_Portal/js/views/components/modals.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/components/modals.js	3-3	import { escapeHtml } from "../../utils/fn.js";
109	ECM_ActivityHub_Portal/js/views/components/ui.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/components/ui.js	1-1	import { escapeHtml } from "../../utils/fn.js";
110	ECM_ActivityHub_Portal/js/views/header.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/header.js	1-1	import { Store } from "../core/store.js";
111	ECM_ActivityHub_Portal/js/views/header.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/header.js	2-2	import { escapeHtml } from "../utils/fn.js";
112	ECM_ActivityHub_Portal/js/views/layout.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/layout.js	1-1	import { Store } from "../core/store.js";
113	ECM_ActivityHub_Portal/js/views/layout.js	ECM_ActivityHub_Portal/js/views/sidebar.js	import	ECM_ActivityHub_Portal/js/views/layout.js	2-2	import { renderSidebar } from "./sidebar.js";
114	ECM_ActivityHub_Portal/js/views/layout.js	ECM_ActivityHub_Portal/js/views/header.js	import	ECM_ActivityHub_Portal/js/views/layout.js	3-3	import { renderHeader } from "./header.js";
115	ECM_ActivityHub_Portal/js/views/layout.js	ECM_ActivityHub_Portal/js/views/router.js	import	ECM_ActivityHub_Portal/js/views/layout.js	4-4	import { renderRoute } from "./router.js";
116	ECM_ActivityHub_Portal/js/views/layout.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/layout.js	5-5	import { escapeHtml } from "../utils/fn.js";
117	ECM_ActivityHub_Portal/js/views/pages/admin.js	ECM_ActivityHub_Portal/js/core/config.js	import	ECM_ActivityHub_Portal/js/views/pages/admin.js	1-1	import { CONFIG } from "../../core/config.js";
118	ECM_ActivityHub_Portal/js/views/pages/admin.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/admin.js	2-2	import { Store } from "../../core/store.js";
119	ECM_ActivityHub_Portal/js/views/pages/admin.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/admin.js	3-3	import { card, button } from "../components/ui.js";
120	ECM_ActivityHub_Portal/js/views/pages/admin.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/pages/admin.js	4-4	import { escapeHtml } from "../../utils/fn.js";
121	ECM_ActivityHub_Portal/js/views/pages/ai.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/ai.js	1-1	import { Store } from "../../core/store.js";
122	ECM_ActivityHub_Portal/js/views/pages/ai.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/ai.js	2-2	import { card, button, textArea } from "../components/ui.js";
123	ECM_ActivityHub_Portal/js/views/pages/ai.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/pages/ai.js	3-3	import { escapeHtml } from "../../utils/fn.js";
124	ECM_ActivityHub_Portal/js/views/pages/approvals.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/approvals.js	1-1	import { Store } from "../../core/store.js";
125	ECM_ActivityHub_Portal/js/views/pages/approvals.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/approvals.js	2-2	import { card, button } from "../components/ui.js";
126	ECM_ActivityHub_Portal/js/views/pages/approvals.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/approvals.js	3-3	import { badge } from "../components/ui.js";
127	ECM_ActivityHub_Portal/js/views/pages/approvals.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/pages/approvals.js	4-4	import { escapeHtml } from "../../utils/fn.js";
128	ECM_ActivityHub_Portal/js/views/pages/audit.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/audit.js	1-1	import { Store } from "../../core/store.js";
129	ECM_ActivityHub_Portal/js/views/pages/audit.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/audit.js	2-2	import { card, button } from "../components/ui.js";
130	ECM_ActivityHub_Portal/js/views/pages/audit.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/pages/audit.js	3-3	import { escapeHtml } from "../../utils/fn.js";
131	ECM_ActivityHub_Portal/js/views/pages/briefs.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/briefs.js	1-1	import { Store } from "../../core/store.js";
132	ECM_ActivityHub_Portal/js/views/pages/briefs.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/briefs.js	2-2	import { card, button } from "../components/ui.js";
133	ECM_ActivityHub_Portal/js/views/pages/briefs.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/briefs.js	3-3	import { badge } from "../components/ui.js";
134	ECM_ActivityHub_Portal/js/views/pages/briefs.js	ECM_ActivityHub_Portal/js/utils/fn.js	import	ECM_ActivityHub_Portal/js/views/pages/briefs.js	4-4	import { escapeHtml } from "../../utils/fn.js";
135	ECM_ActivityHub_Portal/js/views/pages/dashboard.js	ECM_ActivityHub_Portal/js/core/store.js	import	ECM_ActivityHub_Portal/js/views/pages/dashboard.js	1-1	import { Store } from "../../core/store.js";
136	ECM_ActivityHub_Portal/js/views/pages/dashboard.js	ECM_ActivityHub_Portal/js/views/components/ui.js	import	ECM_ActivityHub_Portal/js/views/pages/dashboard.js	2-2	import { card, pillStat } from "../components/ui.js";
