archive	member_count	members_identical_to_tracked	member_to_tracked_path_rows	distinct_tracked_paths_covered	members_same_path_divergent	archive_only_members	unreadable_members	reachability	literal_mention_count	referencing_files	phase0_claim_status
ECM_DOCS_DEV.zip	837	228	240	189	58	551	0	test-reachable	52	CAPABILITY_ASSESSMENT_R11.6.md | FORENSIC_REPOSITORY_AUDIT.md | PLATFORM_DOCUMENTATION.md | README.md | REPOSITORY_AUDIT.md | docs/forensic/177d992/00-provenance.md | docs/forensic/18e9f4d/00-provenance.md | docs/forensic/18e9f4d/02-security.md | docs/forensic/18e9f4d/03-build-deploy.md | docs/forensic/18e9f4d/04-report.md | docs/forensic/18e9f4d/diagrams/03-build-deploy.mmd | docs/forensic/18e9f4d/findings.json | document-portal/README.md | document-portal/config.example.js | document-portal/js/data.js | scripts/setup-local.mjs | tests/check-secrets.mjs | tests/secrets-baseline.txt	CORRECTED
