endpoint_key,config_label,workflow_id_or_template,url_value,store_location,notes
BULK_ASSIGNMENT,DGO_ENDPOINT_BULK_ASSIGNMENT,1154b50e1d17420dadb3b012e7e2a02c,NEVER_STORE_HERE,vault://pilot/endpoints/BULK_ASSIGNMENT,No complete URL in Git
